customer_key,first_name,last_name,email,phone,date_of_birth,gender,address_line1,address_line2,city,state,postal_code,country,customer_segment,loyalty_tier,join_date
CUST-000151,Diana,Yoder,pauladominguez@example.com,871-774-6542x1406,2007-08-01,Female,2717 Chelsey Fall Suite 128,,Robinsonville,PW,58379,USA,Regular,Bronze,2023-03-24
CUST-000152,Dakota,Jones,kimberly07@example.org,+1-800-864-2569x0877,1998-01-04,Male,306 Martinez Plain,,Mathewport,MO,07735,USA,New,Gold,2024-12-25
CUST-000153,Susan,Davis,christopher74@example.net,728.906.3461,1950-03-08,Female,320 Anthony Ramp Apt. 761,Suite 787,North Matthewmouth,WY,95005,USA,VIP,Gold,2024-09-24
CUST-000154,David,Roman,ibentley@example.org,001-293-410-2707x9032,1984-09-10,Male,79291 Danny Ranch Apt. 136,,Lisafurt,MD,16334,USA,VIP,Gold,2022-12-18
CUST-000155,Barbara,Taylor,kathrynwatkins@example.com,914-526-2582,2003-02-25,Other,19620 Miller Avenue,Apt. 194,Steelefort,UT,17133,USA,VIP,,2025-10-06
CUST-000156,Danielle,Mills,lallen@example.net,001-509-527-9145x608,1952-03-28,Other,588 Steven Road,Apt. 403,Port Edwardfort,NM,23612,USA,VIP,,2023-06-15
CUST-000157,Sandra,Brown,justin64@example.com,+1-370-510-8220x781,1990-04-14,Other,3531 Perez Freeway Suite 363,Apt. 797,South Dustinmouth,HI,51269,USA,Regular,Silver,2023-04-26
CUST-000158,Stephen,Lee,theresa35@example.org,4907421776,1958-09-08,Other,292 Christopher Walks Suite 397,,Ramirezchester,WA,32830,USA,New,Gold,2023-12-16
CUST-000159,Ryan,Walker,robinvillanueva@example.com,3079806867,1976-01-15,Male,063 Michael Garden,,North Timothyport,GA,92684,USA,VIP,Gold,2023-07-31
CUST-000160,Ashley,Silva,iford@example.net,(525)370-1658x0464,1983-12-04,Female,085 Daniel Lakes Suite 905,,Gregoryside,VT,09283,USA,Regular,,2024-03-19
CUST-000161,Kim,Taylor,john17@example.net,001-993-935-5486x40155,1976-06-05,Other,8847 Marsh Square,Apt. 371,South Rachaelport,CA,14835,USA,New,Silver,2024-07-08
CUST-000162,Daniel,Hernandez,nancymeyer@example.net,2466827567,1956-09-30,Male,85695 Tucker Shores,,Ellisshire,DC,40673,USA,Regular,Gold,2023-05-01
CUST-000163,Jordan,Washington,kayla02@example.com,272-792-8422x2231,1981-01-11,Other,5238 Elizabeth Key Apt. 578,,New Kevin,PW,03767,USA,Regular,,2023-05-09
CUST-000164,Victor,Thomas,jreilly@example.org,001-988-254-7492x9751,1953-08-15,Other,0693 Howard Islands,,New Danielleshire,NC,29617,USA,New,Bronze,2024-01-19
CUST-000165,Katie,Gonzalez,ryansean@example.net,286-737-5998,1969-11-18,Male,6504 Bell Mission Apt. 376,,Robertschester,VA,54790,USA,Regular,Gold,2025-03-07
CUST-000166,Brenda,Miller,kevinmcneil@example.net,519-461-0646x28792,1997-04-08,Female,704 Snyder Streets Suite 300,,West Kevin,SC,83936,USA,New,,2023-04-03
CUST-000167,Desiree,Stafford,swhite@example.net,901.847.1959,1999-07-17,Other,158 Megan Estates Apt. 257,Apt. 520,Michaelstad,AR,38493,USA,VIP,Bronze,2024-04-02
CUST-000168,Danielle,Jones,katiewhite@example.org,+1-428-255-4451x895,1953-06-19,Other,7652 Jeffery Parkway Apt. 389,,South Stevenland,DE,17701,USA,New,,2023-09-17
CUST-000169,Timothy,Collins,don79@example.net,001-352-840-1322x34232,1988-05-10,Female,07603 Antonio Shoals,,South Davidview,AZ,09184,USA,New,Bronze,2025-08-10
CUST-000170,Alex,Davis,morajamie@example.org,(450)512-4955,1976-08-23,Female,90833 Jackson Throughway,,Lake Coreyborough,PW,66586,USA,VIP,Bronze,2023-09-28
CUST-000171,Thomas,Wolfe,scottrosario@example.org,(466)938-3615x171,1992-11-09,Female,015 Wilson Haven Suite 947,Apt. 864,Lopezland,MH,62848,USA,Regular,,2025-05-23
CUST-000172,Michael,Smith,zpowers@example.com,811.326.6912x15353,1959-07-05,Female,749 Avila Unions Suite 579,Suite 784,Port Shawn,DE,33359,USA,Regular,Silver,2025-08-27
CUST-000173,Jerry,Dunlap,garciabrian@example.org,902.969.5249x9118,1957-07-23,Female,8485 Stephanie Bypass Suite 167,Suite 677,North Gregoryport,FM,93045,USA,Regular,Bronze,2024-04-21
CUST-000174,Ryan,Edwards,hfreeman@example.net,+1-878-789-7782x80647,1993-02-14,Female,0090 Mary Keys Apt. 561,,Reedstad,MT,46542,USA,New,Bronze,2023-04-30
CUST-000175,John,Young,brittany14@example.org,220-785-0769x86407,1968-08-19,Other,9171 Matthew Parkway Suite 294,Suite 637,Port Melissaborough,LA,35255,USA,VIP,Gold,2023-01-02
CUST-000176,Wendy,Morales,claudiarubio@example.net,001-819-554-1987,1966-09-19,Male,484 Alvarado Island,,South Richard,RI,68051,USA,Regular,Silver,2022-12-24
CUST-000177,Kathryn,White,burtonzachary@example.org,001-273-574-8969,1967-10-14,Other,24665 Cynthia Vista,,Adamsport,SD,21549,USA,New,,2024-03-12
CUST-000178,Carolyn,Sullivan,hernandezanthony@example.com,678.466.0324x204,1985-06-05,Female,700 Lee Hills,,South Pennyland,MO,95427,USA,VIP,Bronze,2023-08-10
CUST-000179,Joel,Duncan,boydmaria@example.net,571-439-1559x636,1951-07-26,Male,7649 Tracy Landing,,West Amyfort,TX,32790,USA,VIP,Bronze,2025-05-13
CUST-000180,Natasha,Giles,thomas54@example.org,+1-990-803-4864x5183,1945-05-01,Other,4134 Michele Estates Suite 560,,Michellefort,NJ,97093,USA,Regular,Bronze,2025-09-22
CUST-000181,Maureen,Love,hollowayholly@example.net,456-998-5700,1994-09-02,Female,63459 Daniel Gateway,,Port Brooke,MT,42365,USA,New,Bronze,2024-01-28
CUST-000182,Morgan,Anderson,graceserrano@example.com,216.252.6693,2002-12-28,Female,73420 Williamson Rapid,,Edwardstad,GA,74850,USA,Regular,Bronze,2024-03-10
CUST-000183,Jennifer,Graham,fwilcox@example.org,533.544.7626,2007-07-14,Female,362 Sparks Burgs Suite 439,Suite 359,Millerfort,DC,42869,USA,New,Silver,2023-03-10
CUST-000184,Raymond,Lewis,verickson@example.net,211-280-0537x599,1960-10-25,Female,6528 Beverly Green Apt. 875,Suite 215,Thomasville,MD,06289,USA,New,Silver,2025-10-04
CUST-000185,Victor,Mcpherson,julie64@example.com,+1-548-456-2572x870,1948-04-10,Male,74276 Wanda Park,Apt. 758,Ellisville,PR,94841,USA,Regular,Bronze,2025-10-09
CUST-000186,David,Davis,henry28@example.com,001-393-590-8926,1993-03-27,Other,0416 Garza Coves,,Ericland,NH,93261,USA,New,Bronze,2025-06-09
CUST-000187,Shawn,Moses,riverabradley@example.net,859.323.0450x189,1969-12-18,Male,61032 Chan Haven,,North Kenneth,AS,57171,USA,Regular,Silver,2024-10-24
CUST-000188,Sandra,Mckee,michaeldavis@example.com,437.876.7499x61659,1984-07-27,Female,85732 Rose Rue,Apt. 476,Port Timberg,DC,90195,USA,VIP,Silver,2025-01-16
CUST-000189,Mckenzie,Mills,ashley81@example.org,218.366.1794x54918,1991-06-28,Female,26016 Edwards Stream Suite 794,Suite 232,Lake Tinaview,VI,88766,USA,VIP,Bronze,2025-07-18
CUST-000190,Amanda,Smith,smithdiana@example.com,001-469-274-9956x412,1956-11-09,Other,303 Wong Run,,South Megan,PR,71094,USA,New,,2023-02-26
CUST-000191,Kevin,Ford,hhenderson@example.org,(677)870-7933,1948-01-17,Male,66799 Johnson Locks,,Palmerfort,IN,94124,USA,New,Bronze,2023-05-30
CUST-000192,Andrew,Ray,adamsdeborah@example.com,579-957-6024,1966-07-01,Female,395 Anderson Hill,,Moyerstad,WY,62409,USA,Regular,Silver,2023-01-07
CUST-000193,Megan,Howell,hannah17@example.org,(532)597-1674,1979-12-01,Male,4522 Lindsay Junction,Suite 193,New Jeffreyview,MA,47063,USA,Regular,Gold,2025-03-27
CUST-000194,Kayla,Hawkins,melissarusso@example.net,+1-410-377-1199x18081,1999-09-13,Male,47871 Deborah Isle Apt. 137,,Hammondtown,IA,62585,USA,VIP,Gold,2025-02-22
CUST-000195,William,Miller,jennifer65@example.net,+1-932-486-3266x67850,1993-05-10,Male,55626 Phillip Camp,Apt. 908,Robertside,VI,40389,USA,New,Bronze,2023-11-11
CUST-000196,Lee,Cooper,rachel92@example.net,(773)889-9756x3410,1990-07-08,Male,843 William Inlet,,Katherineburgh,AK,04156,USA,VIP,,2024-12-31
CUST-000197,Amber,Green,jessica81@example.net,6542851017,1973-05-20,Other,998 Michael Haven,,Lake Nicholas,WA,32958,USA,New,Silver,2025-07-04
CUST-000198,Zachary,Lee,shawn26@example.com,710-862-7371,1981-11-23,Other,9767 Dennis Mall Apt. 282,,Dawsonberg,VT,67765,USA,Regular,Bronze,2023-02-25
CUST-000199,David,Lewis,kjohnson@example.net,(319)761-1594x082,1964-01-18,Other,4702 Kristen Manor Apt. 443,,Port Jodi,AL,16534,USA,Regular,Gold,2025-06-05
CUST-000200,Carlos,Williams,kberry@example.com,867-892-2877x72519,1959-07-04,Other,8074 Michelle Station Apt. 948,,Lake Anitaborough,RI,71520,USA,VIP,Silver,2024-06-24
CUST-000201,Brian,Hudson,karenshaw@example.org,382-704-3397,1970-02-24,Other,0562 Johnson Pines,Suite 641,North Amberport,FL,24443,USA,New,Gold,2024-07-26
CUST-000202,Christopher,Parker,dgregory@example.net,220-504-6152x65461,1959-12-07,Male,8861 Brown Mountain,Suite 170,Schultztown,KY,73124,USA,New,Gold,2023-08-09
CUST-000203,Emily,Sanchez,kevinrussell@example.org,+1-283-925-8238x6870,2005-05-21,Male,200 Nelson Glen Suite 539,Suite 028,West Christopherville,MP,18805,USA,Regular,,2025-09-22
CUST-000204,Yolanda,Johns,cherylbernard@example.com,+1-254-974-3553x79502,1945-02-08,Female,268 Farmer Plain,Apt. 180,Chambersstad,GU,49833,USA,Regular,Bronze,2025-01-04
CUST-000205,Michael,Thompson,martinezmitchell@example.org,903.704.5319x433,1947-02-26,Other,930 Tracey Route Suite 149,,Jacksonborough,TN,97338,USA,VIP,Silver,2025-04-26
CUST-000206,Faith,Cunningham,chapmanjulie@example.org,293-884-3089x487,1985-03-20,Female,6641 Simpson Path,,Lake Jeffreyview,PW,55559,USA,New,Silver,2024-07-14
CUST-000207,Leslie,Myers,christopher90@example.net,361.233.2541,1975-01-28,Female,543 Thomas Junctions,Apt. 583,Port Carolmouth,WV,13040,USA,VIP,Silver,2024-06-07
CUST-000208,Beth,Miller,rangelnicholas@example.net,320-270-4961,1980-01-26,Female,6196 Michelle Turnpike Apt. 767,,Hobbsville,MA,85818,USA,VIP,Gold,2024-09-17
CUST-000209,Krista,Gibson,briana11@example.org,+1-919-439-2845x679,1960-02-26,Male,24968 Collins Plains,,East Terrance,PA,45445,USA,New,Bronze,2025-08-25
CUST-000210,Tara,Holmes,brianhunter@example.net,9659333153,1982-08-15,Female,959 Barnes Estates Apt. 707,Apt. 033,Hansonbury,NJ,96784,USA,New,Bronze,2023-09-17
CUST-000211,Lisa,Aguirre,lharris@example.org,(701)250-8124x739,2006-04-12,Other,42342 Abbott Gardens,,East Andrew,MP,34814,USA,Regular,,2025-02-21
CUST-000212,Andrew,Byrd,hpena@example.com,847.335.5289,1952-04-20,Female,38655 Rowland Gardens,Apt. 993,Kristinemouth,IA,07481,USA,VIP,,2025-07-27
CUST-000213,Joshua,Martinez,fclark@example.com,+1-991-928-6857x87255,1974-09-07,Other,903 Patricia Mission Apt. 634,,Onealshire,GA,49535,USA,Regular,Gold,2024-09-21
CUST-000214,Christopher,Walton,sean53@example.net,8787956776,1995-07-09,Male,6027 Joseph Club Suite 148,Apt. 431,North Michaelside,ID,44247,USA,New,Gold,2023-08-07
CUST-000215,Mark,Turner,james92@example.net,001-484-804-4566x9078,1959-03-05,Other,3898 Sharp Mountain,,Latoyamouth,PR,25122,USA,New,Gold,2023-06-05
CUST-000216,Sheri,Butler,jcole@example.org,(829)624-0755x366,1965-05-19,Male,022 Carroll Union,,Bairdborough,MO,08851,USA,New,,2024-02-14
CUST-000217,Jacob,Rodriguez,tfowler@example.org,(518)320-9702,2002-04-02,Female,3348 Shawn Land Apt. 256,Suite 212,Mendozaland,MS,27564,USA,New,,2024-06-09
CUST-000218,Jamie,Reynolds,kmoore@example.com,001-338-874-3027,1982-12-10,Other,597 Ford Canyon,,West Debbiemouth,MI,92292,USA,VIP,,2023-03-24
CUST-000219,Laura,Myers,robertwhite@example.net,001-667-362-9160x3248,1988-10-23,Female,6815 Karina Parkways,,Robertburgh,KS,27681,USA,Regular,Gold,2025-05-13
CUST-000220,Steven,Jones,vjames@example.com,960.904.1257,1949-02-19,Male,727 Skinner Extension,,New Craigport,DE,70579,USA,New,,2024-05-09
CUST-000221,Gary,Powers,byrderic@example.com,(830)683-7081,1972-10-22,Female,63353 Christopher Manor,,North Matthewborough,TX,88181,USA,Regular,Gold,2025-01-22
CUST-000222,Susan,Davis,jenniferwilliams@example.net,855-383-9386,1959-06-24,Female,5206 Smith Forest,Suite 314,Bradleyborough,MT,40023,USA,Regular,Bronze,2023-01-10
CUST-000223,Victor,Mooney,johnathandavis@example.com,+1-862-552-5715x0997,1976-07-20,Male,09143 Todd River,,North Devinfort,LA,26979,USA,Regular,Gold,2025-02-20
CUST-000224,James,Johnson,vstevenson@example.org,250-586-4035x533,1995-04-30,Other,685 Scott Avenue,,Port Travisborough,AR,83648,USA,Regular,,2023-04-17
CUST-000225,Shawna,Martinez,brittanyguerra@example.org,881.467.4233,1983-01-02,Male,9734 Miller Lake Suite 627,Suite 689,Wolffort,AK,50494,USA,Regular,,2025-10-24
CUST-000226,Christopher,Knox,brooke28@example.net,(946)374-7468,1965-10-30,Other,23008 Henry Mall Suite 567,,Danielleshire,CA,54081,USA,VIP,Silver,2024-02-13
CUST-000227,Victoria,Martinez,jamesgraham@example.com,001-458-675-0663x37050,1982-12-24,Female,3992 Darryl Course,,Sandersshire,MH,11032,USA,Regular,,2025-06-28
CUST-000228,Jacob,Henderson,tking@example.net,+1-469-646-1195,1992-01-03,Other,402 Smith Cliff Suite 864,,Jacksonstad,HI,92781,USA,VIP,Silver,2024-05-23
CUST-000229,Tom,Shaw,hayeslisa@example.org,402.334.6791,1963-04-21,Other,41509 Timothy Spring Apt. 004,Apt. 901,New Latoya,MS,79535,USA,New,Gold,2023-03-29
CUST-000230,Suzanne,Adams,vkennedy@example.net,(255)955-3566x90551,1999-09-06,Other,209 Misty Harbors Apt. 579,,Robertsonborough,AL,84134,USA,VIP,Gold,2024-05-25
CUST-000231,Lisa,Smith,morgan57@example.org,+1-576-491-5671x649,1999-08-21,Female,71487 Peggy Crescent,,Batesbury,IA,28241,USA,New,Silver,2025-09-16
CUST-000232,Sheryl,Graves,grahamjennifer@example.org,364-734-7128x71539,1968-08-03,Female,863 Jonathon Highway Apt. 115,,Lake Sheri,OK,48701,USA,Regular,Bronze,2023-05-07
CUST-000233,Lawrence,James,collinsbrittany@example.org,(965)752-8993x1608,1953-12-14,Female,77294 Julie Vista Apt. 954,,West Wendyshire,NJ,83217,USA,Regular,Silver,2023-03-21
CUST-000234,Troy,Padilla,zbrown@example.com,(233)802-7642,1966-02-03,Female,6618 Campbell Fields Suite 125,,Port Sarahport,NH,86305,USA,Regular,Silver,2025-04-28
CUST-000235,Devin,Dominguez,phyllis33@example.net,205.391.2662,1967-03-28,Other,01859 Booker Road Suite 301,,South Tracy,UT,78640,USA,VIP,Gold,2023-04-30
CUST-000236,Denise,Bennett,stricklandmichelle@example.net,(947)650-1111x7830,1988-07-16,Female,267 Evans Crossroad,,West Bryanside,HI,53628,USA,Regular,Bronze,2025-09-13
CUST-000237,Andrew,Hawkins,lbrown@example.net,001-213-412-9208x751,1981-01-24,Other,84011 Cox Plains,Apt. 603,Brandonhaven,MH,38957,USA,VIP,Bronze,2025-04-10
CUST-000238,Sean,Ray,alexandra59@example.net,731.603.0324x32983,1952-12-06,Other,84462 Bryant Glens Suite 283,Apt. 435,South Lorraine,MD,57337,USA,New,,2024-10-24
CUST-000239,Tamara,Wright,david18@example.com,251-355-4234,1968-08-06,Male,1128 Chapman Valley,,Davisstad,UT,75494,USA,Regular,Bronze,2023-12-22
CUST-000240,Andrea,Lawson,jacksonstacey@example.com,(658)289-6792,1988-02-05,Female,226 Brown Stream,,Jasminebury,TX,80284,USA,New,,2025-06-07
CUST-000241,Stephen,Gonzales,lauren84@example.com,(283)341-4651x11312,1991-09-02,Female,68277 Richard Ridges Apt. 068,,Johnhaven,TX,80349,USA,VIP,Silver,2024-02-03
CUST-000242,Shane,Jackson,gregoryrichardson@example.org,650.967.6251x53814,1963-05-01,Other,96348 Savannah River,,Browntown,RI,60840,USA,Regular,Gold,2022-12-18
CUST-000243,Michael,Smith,richardsmith@example.com,931.888.2617x0243,1968-06-01,Female,2841 Douglas Mill Apt. 256,,West Nicoleborough,DE,25347,USA,New,,2023-10-28
CUST-000244,Dennis,Fisher,rachel23@example.com,+1-341-267-8725x68621,1952-10-13,Female,030 Jordan Ranch Apt. 674,,Toddchester,IA,81452,USA,New,Silver,2023-09-10
CUST-000245,William,Wright,linvirginia@example.org,+1-863-271-8923x92312,1962-02-02,Female,60931 Omar Pine,,Isabelbury,IN,44564,USA,VIP,Bronze,2023-04-18
CUST-000246,Bryan,Simmons,torresjoseph@example.com,(963)650-2000x534,2002-01-26,Male,2475 Torres Court,,Lake Andreaberg,MA,47761,USA,Regular,Gold,2024-02-11
CUST-000247,Michael,Maxwell,john43@example.net,(711)629-1093x3711,1990-07-14,Other,202 Robert Station,,Patriciaside,MI,48474,USA,VIP,Silver,2025-01-22
CUST-000248,Jennifer,Bartlett,webbalexandra@example.net,5298424090,1976-01-09,Female,78686 Lawson Ford,,North Ernest,IL,78110,USA,VIP,Gold,2024-03-07
CUST-000249,Natasha,Gibbs,ugordon@example.net,643-244-8123x083,1985-02-17,Female,40338 Aaron Key Suite 518,,Jenniferchester,MH,80649,USA,Regular,Bronze,2024-12-04
CUST-000250,Tracie,Garrett,hollowayjeffrey@example.com,(540)989-1649,1958-09-26,Other,96273 Richardson Neck Apt. 727,,Port Michelle,ID,75167,USA,New,Gold,2023-09-21
CUST-000251,Jessica,Holland,collinsnicole@example.com,+1-393-812-1637x61820,1969-01-10,Female,02314 Sheena Rapid,,Port Tammyville,ND,96987,USA,New,,2024-04-22
CUST-000252,Melissa,Miller,timothyhart@example.com,(345)272-3084,1996-10-21,Female,418 Thomas Fork,,East Ronaldberg,MI,86400,USA,Regular,Gold,2025-04-16
CUST-000253,Sandra,Cohen,vasquezvicki@example.org,245-419-5151,1956-01-21,Other,262 Weber Heights Suite 147,Suite 410,Port Diana,MD,19870,USA,New,Bronze,2023-09-12
CUST-000254,Jennifer,Floyd,hbriggs@example.net,(742)415-2265x57676,1995-05-16,Male,6878 Patel View,,South Christopher,VT,55792,USA,Regular,Gold,2024-01-04
CUST-000255,Kimberly,Shepherd,jacquelineyoung@example.org,705.487.2105,1963-05-27,Other,633 Brian Dam,,Lake Janefurt,VA,03954,USA,VIP,,2024-06-01
CUST-000256,Roger,Brown,batescharles@example.net,(802)452-1310,1993-01-21,Male,284 Jenkins Junction Suite 041,,North Nicole,AZ,79691,USA,VIP,Gold,2024-12-03
CUST-000257,Wesley,Smith,dfrazier@example.net,001-449-584-3624x186,1970-01-23,Female,62891 Woods Shoal,,Wilcoxburgh,AR,49191,USA,Regular,Bronze,2025-02-02
CUST-000258,James,Rodriguez,coxkimberly@example.com,2346281139,1956-08-30,Female,034 Tiffany Port,,New Valeriefort,AZ,06798,USA,VIP,,2024-10-10
CUST-000259,Sherry,Smith,karen68@example.org,965-221-5681x82096,1963-02-11,Other,711 Nicole Valley,,Port Jennifer,NY,68173,USA,VIP,Silver,2023-10-12
CUST-000260,Chelsea,Mills,seth25@example.com,(996)306-3399x129,1995-07-14,Male,8171 Edwards Hill,Apt. 149,Michaelland,HI,93647,USA,Regular,Silver,2025-10-24
CUST-000261,Jonathan,Kennedy,kathryn72@example.org,001-970-754-6692,1977-02-14,Female,1687 Rich Springs Apt. 903,,East Melissaport,MS,21237,USA,VIP,Silver,2025-02-25
CUST-000262,Melissa,Walker,wcaldwell@example.com,387.711.2166x365,1966-05-30,Female,71470 Stacy Drive Apt. 590,,Brownstad,WY,56876,USA,Regular,Bronze,2024-07-18
CUST-000263,Jason,Lewis,cisnerosgabriela@example.com,521-621-4614x768,1956-06-07,Other,65423 Mcmahon Orchard,Suite 826,Ritashire,MS,01802,USA,Regular,Bronze,2025-10-09
CUST-000264,Patricia,Gonzalez,mariodowns@example.net,001-950-427-2751x6480,1984-10-18,Other,33682 Robinson Fords,,Lake Barbara,AL,49031,USA,VIP,,2024-07-08
CUST-000265,Allen,Mosley,lyonsdeborah@example.com,(465)858-6851x27652,1968-11-15,Female,491 Linda Cove Apt. 096,,South Karenside,CT,83538,USA,Regular,,2025-04-11
CUST-000266,Bianca,Johnson,melissa33@example.com,+1-861-237-1576,2004-01-12,Other,444 Roberson Underpass,Suite 306,North Anthonystad,MP,68522,USA,Regular,Silver,2024-03-02
CUST-000267,Carol,Rogers,zallen@example.org,+1-860-596-2626x582,1951-02-10,Female,196 Hood Estate,,Jamesland,AK,57834,USA,VIP,Silver,2025-04-18
CUST-000268,Kayla,Hernandez,armstronganthony@example.net,(575)823-3438,1993-05-15,Female,1209 Daniel Ranch,,North Donaldview,MH,24176,USA,New,Bronze,2022-11-14
CUST-000269,Troy,Ward,peterhenry@example.org,(217)313-6657x22402,2006-04-26,Other,9980 Aimee Glens Apt. 390,Apt. 882,Port Michael,MH,28938,USA,New,,2023-02-11
CUST-000270,Dillon,Miller,josepholson@example.org,(684)877-6863x423,1951-04-27,Female,37676 Cabrera Road Apt. 966,Apt. 955,South Garyton,NY,33670,USA,New,Gold,2022-12-04
CUST-000271,Kelly,Serrano,raymond12@example.com,(725)531-3552x51050,1974-02-26,Other,81649 Alison Cove Suite 919,,Flemingchester,MD,42459,USA,Regular,Silver,2024-08-06
CUST-000272,Brandon,Snyder,mooneyrobert@example.org,229.959.6390x409,1962-10-02,Other,88050 Terry Village Suite 445,,Richardside,WI,41549,USA,VIP,Silver,2023-06-07
CUST-000273,Brandon,Evans,psnyder@example.org,(491)303-0021x563,1956-11-17,Other,004 Daniel Hollow Apt. 459,Suite 422,Wilsonmouth,VI,19899,USA,New,Silver,2024-04-26
CUST-000274,Pamela,Church,qwalsh@example.org,783.597.7457x31441,1986-05-20,Other,117 Jason Skyway,Apt. 763,Garciaborough,GU,77902,USA,New,Gold,2025-02-04
CUST-000275,Willie,Edwards,jeanette28@example.org,(535)367-9836,1962-05-05,Female,491 Steven Coves,,East Allenmouth,HI,35465,USA,VIP,Bronze,2025-02-13
CUST-000276,Dorothy,Chavez,david81@example.com,(832)868-6850x74510,1957-01-20,Other,2948 Stone Coves,Apt. 313,North Pattyshire,KY,31796,USA,Regular,Bronze,2022-12-03
CUST-000277,Craig,Perez,gmyers@example.org,001-947-632-3549x4012,1998-07-19,Other,51225 Thomas Bridge,,Pattersontown,HI,35082,USA,VIP,Silver,2023-01-13
CUST-000278,George,Wolf,wheelertara@example.net,5734710094,1992-05-26,Other,45775 Alvarado Glen,,Stephenstad,ME,93582,USA,Regular,Bronze,2025-06-24
CUST-000279,April,Beck,rrodriguez@example.net,001-502-363-2570x3965,1957-01-18,Male,148 Archer Wells Apt. 455,Suite 964,Jamesshire,NC,92492,USA,Regular,Bronze,2023-11-02
CUST-000280,Cheryl,Hamilton,yknight@example.com,910-672-7284x9824,1948-11-27,Other,70349 Brian Inlet Apt. 650,,West Devinport,WY,66298,USA,VIP,,2023-11-13
CUST-000281,Kayla,Moore,reevesdouglas@example.net,569.814.3075,1971-06-17,Male,4942 Shelton Islands,Apt. 342,Spencerport,ME,11720,USA,VIP,,2024-10-31
CUST-000282,Sara,Murray,nicholasliu@example.com,828-975-8575,1971-04-30,Other,0806 Katelyn Ridges Suite 398,,Davidside,MH,74631,USA,Regular,Gold,2023-09-23
CUST-000283,Brian,Bruce,richardsmith@example.net,701.204.1591x497,1952-06-27,Female,382 Taylor Spring,,West Courtney,VA,01346,USA,Regular,Bronze,2025-06-21
CUST-000284,Cindy,Gonzalez,smithcassandra@example.org,913.431.7087x60146,1996-07-06,Other,791 Thomas Brooks Apt. 232,,South Timothy,LA,87996,USA,Regular,,2025-04-02
CUST-000285,Brianna,Richardson,peter17@example.com,(220)747-1960x94097,2005-06-28,Other,740 Michael Walks Apt. 586,,East Dianastad,SD,94769,USA,VIP,Silver,2023-02-19
CUST-000286,Stephen,Trevino,joshuafarmer@example.com,(717)867-9298x8425,1949-02-03,Female,231 Victor Springs,Suite 533,East Jessicafurt,WV,55558,USA,New,Bronze,2024-07-11
CUST-000287,Bryan,King,bradfordcharles@example.com,+1-602-951-7629x833,1972-05-26,Other,32683 Brandi Roads Apt. 302,Apt. 569,West Jacobhaven,NM,25422,USA,VIP,,2025-08-08
CUST-000288,Ashley,Wells,michael82@example.org,566.219.1284x117,1982-09-24,Other,34465 Monique Estate Suite 189,,Port April,RI,66043,USA,Regular,Gold,2025-05-02
CUST-000289,Christine,Gardner,aguilarsharon@example.com,+1-200-556-4350x2385,1975-12-06,Male,1699 Paige Neck,Apt. 401,South Williamstad,NE,63100,USA,VIP,Bronze,2023-10-10
CUST-000290,Melissa,Mata,velazquezanthony@example.org,+1-496-808-7066,1989-01-07,Female,71955 Matthew Centers,Apt. 319,East Robertside,OK,06501,USA,VIP,Silver,2023-09-30
CUST-000291,Alexis,Cortez,jonesdavid@example.org,305-659-3429x6711,2003-12-14,Female,5374 Deleon Highway,,New Patricia,MD,91959,USA,New,,2025-10-23
CUST-000292,Dan,Reed,nthornton@example.com,213-528-3483x152,1988-10-30,Other,07044 Evans Corner Apt. 496,,Smithfurt,MS,58699,USA,VIP,,2024-06-17
CUST-000293,Jamie,Lopez,qpatel@example.com,2857095493,1990-07-24,Other,0186 Garrison Place Suite 699,Suite 267,East Rebecca,KY,89970,USA,Regular,,2022-12-20
CUST-000294,Christopher,Wright,matthew60@example.net,954-949-0149x542,1945-12-04,Female,0578 Ricky Prairie,Apt. 498,Stephaniemouth,HI,34318,USA,Regular,Silver,2025-09-09
CUST-000295,Joshua,Booth,jeremythompson@example.net,+1-203-610-2879x5083,2006-04-12,Female,580 Michael Club,,Wilsonland,IA,27245,USA,VIP,Bronze,2025-02-18
CUST-000296,Nathan,Carson,bjones@example.com,(605)295-5657,1954-12-08,Male,2901 Lindsey Pass,,Shelbyfurt,MP,76874,USA,Regular,Bronze,2023-10-25
CUST-000297,Jessica,James,friedmansusan@example.org,001-989-986-8180,1964-10-20,Male,435 Lauren Lake,,South Leslie,DE,91343,USA,VIP,Gold,2022-12-07
CUST-000298,Jessica,Beard,christopher88@example.org,(479)637-6392x836,1994-12-22,Female,1166 Barbara Roads Apt. 270,Apt. 164,Newtonberg,VI,04967,USA,VIP,Gold,2023-07-24
CUST-000299,Andrew,Jackson,andersonmichelle@example.com,(252)368-3415x59991,1991-05-18,Male,6764 Graves Street Apt. 981,,North Brittney,MN,88831,USA,VIP,Silver,2025-05-03
CUST-000300,Nicolas,Gonzales,shirley13@example.com,450.498.8986x4565,1947-06-24,Other,8499 Garcia Haven,Apt. 144,Gonzalesburgh,LA,34504,USA,New,Silver,2024-10-13
CUST-000301,Karen,Middleton,donald38@example.net,001-820-990-8830x70534,1977-08-26,Other,1176 Baker Way Apt. 415,Apt. 315,New Matthew,NH,83158,USA,VIP,Bronze,2025-10-20
CUST-000302,Emily,Jones,patricia06@example.org,001-585-638-0032x963,1974-06-15,Male,74231 Aaron Cliff Suite 893,,North Robert,KS,80897,USA,New,Gold,2025-01-16
